Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Total_Pages_Viewed,Total_Browsing_Duration,Product_Page_Share,Avg_Duration_Per_Page,Product_Duration_Share,Revenue
0,0.0,0,0.0,14,343.52,0.0,0.028571429,0.0,0.0,Jul,3,2,8,1,Returning_Visitor,True,14,343.52,1.0,24.537142857142857,1.0,False
0,0.0,0,0.0,16,306.5,0.0,0.015625,0.0,0.0,Dec,1,1,4,2,Returning_Visitor,True,16,306.5,1.0,19.15625,1.0,False
0,0.0,0,0.0,50,1784.516667,0.0016,0.020593939,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,False,50,1784.516667,1.0,35.69033334,1.0,False
1,18.0,0,0.0,26,1122.583333,0.027407407,0.048148148,15.9468,0.0,May,1,1,3,1,Returning_Visitor,False,27,1140.583333,0.9629629629629628,42.24382714814815,0.98421860158814,True
0,0.0,1,0.0,36,671.425,0.005405405,0.016216216,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,37,671.425,0.972972972972973,18.14662162162162,1.0,False
0,0.0,0,0.0,17,356.0833333,0.0,0.013333333,151.5650523,0.0,Nov,2,5,5,8,New_Visitor,False,17,356.0833333,1.0,20.946078429411763,1.0,True
1,27.0,2,22.0,16,408.25,0.0,0.014117647,0.0,0.0,May,4,1,1,4,Returning_Visitor,False,19,457.25,0.8421052631578947,24.06578947368421,0.8928376161837069,False
1,104.0,0,0.0,5,152.5,0.028571429,0.057142857,64.95645099,0.0,Dec,2,13,9,20,Returning_Visitor,False,6,256.5,0.8333333333333334,42.75,0.594541910331384,True
0,0.0,0,0.0,24,255.3222222,0.025,0.038888889,0.0,0.6,May,2,2,8,1,Returning_Visitor,False,24,255.3222222,1.0,10.638425925,1.0,False
0,0.0,0,0.0,5,427.0,0.0,0.04,0.0,0.0,Mar,3,3,3,9,Returning_Visitor,True,5,427.0,1.0,85.4,1.0,False
4,259.0,1,42.0,18,401.968254,0.0,0.017105263,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,23,702.968254,0.782608695652174,30.563837130434784,0.5718156569841346,False
0,0.0,0,0.0,1,61.0,0.0,0.1,0.0,0.0,Mar,3,2,4,15,Returning_Visitor,True,1,61.0,1.0,61.0,1.0,False
2,70.0,0,0.0,18,443.0,0.0,0.02,24.2865,0.0,May,2,5,5,4,New_Visitor,True,20,513.0,0.9,25.65,0.8635477582846004,True
0,0.0,0,0.0,19,483.5833333,0.021052632,0.025789474,0.0,0.2,May,1,1,4,3,Returning_Visitor,False,19,483.5833333,1.0,25.451754384210528,1.0,False
7,78.3,5,120.0,87,1363.263492,0.004301075,0.008090118,30.80927957,0.6,May,2,2,3,2,Returning_Visitor,False,99,1561.563492,0.8787878787878788,15.773368606060606,0.8730118877548656,True
0,0.0,1,0.0,82,2710.381731,0.004938272,0.021957672,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,83,2710.381731,0.9879518072289156,32.65520157831325,1.0,True
0,0.0,0,0.0,6,104.0,0.0,0.033333333,0.0,0.0,Mar,3,2,7,6,Returning_Visitor,False,6,104.0,1.0,17.333333333333332,1.0,False
5,78.5,1,26.0,48,1266.119048,0.0,0.005788982,29.01038502,0.0,Mar,2,2,1,8,New_Visitor,False,54,1370.619048,0.8888888888888888,25.381834222222224,0.9237570788524456,False
0,0.0,0,0.0,19,926.6333333,0.011111111,0.02962963,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,True,19,926.6333333,1.0,48.7701754368421,1.0,False
0,0.0,0,0.0,13,427.3,0.0,0.038461538,0.0,0.0,Sep,2,5,1,1,Returning_Visitor,False,13,427.3,1.0,32.86923076923077,1.0,False
1,0.0,2,211.25,144,4627.489571,0.001360544,0.020664031,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,147,4838.739571,0.979591836734694,32.916595721088434,0.9563419363864748,True
2,27.2,0,0.0,47,1299.833333,0.008333333,0.032638889,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,False,49,1327.033333,0.9591836734693876,27.08231291836735,0.979503152389918,False
8,247.0833333,0,0.0,163,4600.540873,0.008383234,0.021052657,5.28608849,0.0,Nov,2,4,3,2,Returning_Visitor,False,171,4847.6242063,0.953216374269006,28.34867956900585,0.9490300149547712,True
1,0.0,2,29.0,28,557.4047619,0.013793103,0.034154351,0.0,0.4,May,2,4,3,3,Returning_Visitor,False,31,586.4047619,0.9032258064516128,18.916282641935485,0.9505461041857204,False
0,0.0,0,0.0,5,136.6666667,0.02,0.12,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,5,136.6666667,1.0,27.333333340000003,1.0,False
0,0.0,0,0.0,28,2529.75,0.066666667,0.088271605,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,28,2529.75,1.0,90.34821428571428,1.0,False
5,65.5,0,0.0,27,354.5833333,0.014285714,0.023809524,0.0,0.0,Nov,1,1,8,1,Returning_Visitor,False,32,420.0833333,0.84375,13.127604165625,0.8440785558297226,False
0,0.0,1,118.0,14,224.3916667,0.047619048,0.063265306,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,15,342.3916667,0.9333333333333332,22.826111113333333,0.655365444091283,False
2,42.5,0,0.0,48,970.4192641,0.008571429,0.025088095,5.540024667,0.6,May,2,2,4,4,Returning_Visitor,False,50,1012.9192641,0.96,20.258385282,0.95804206563515,True
0,0.0,0,0.0,8,70.2,0.025,0.061111111,0.0,0.0,Mar,1,2,8,1,Returning_Visitor,False,8,70.2,1.0,8.775,1.0,False
0,0.0,1,81.0,82,3214.020563,0.0,0.007723577,4.667079268,0.0,Mar,3,3,2,10,Returning_Visitor,False,83,3295.020563,0.9879518072289156,39.69904292771084,0.9754174523492952,True
0,0.0,0,0.0,12,471.5,0.016666667,0.066666667,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,12,471.5,1.0,39.29166666666666,1.0,False
0,0.0,0,0.0,15,447.5,0.03,0.065333333,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,True,15,447.5,1.0,29.83333333333333,1.0,False
3,123.0,0,0.0,8,371.6666667,0.0,0.011111111,0.0,0.0,Mar,3,2,4,2,New_Visitor,False,11,494.6666667,0.7272727272727273,44.96969697272727,0.7513477089116343,False
1,0.0,0,0.0,4,334.0,0.08,0.116,0.0,0.0,May,1,1,3,1,Returning_Visitor,True,5,334.0,0.8,66.8,1.0,False
1,9.5,0,0.0,25,674.25,0.0,0.017307692,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,26,683.75,0.9615384615384616,26.298076923076923,0.986106032906764,False
0,0.0,1,6.0,71,1375.264286,0.005633803,0.017425336,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,72,1381.264286,0.9861111111111112,19.184226194444445,0.995656153524844,True
0,0.0,0,0.0,30,1285.166667,0.002758621,0.022660099,0.0,0.0,Nov,3,3,1,8,Returning_Visitor,True,30,1285.166667,1.0,42.8388889,1.0,False
0,0.0,0,0.0,18,1844.416667,0.0,0.023529412,28.52788235,0.0,May,3,7,3,4,Returning_Visitor,False,18,1844.416667,1.0,102.46759261111112,1.0,False
0,0.0,1,0.0,15,181.5,0.0125,0.05,0.0,0.0,May,2,5,3,3,Returning_Visitor,False,16,181.5,0.9375,11.34375,1.0,False
8,133.35,2,383.8,14,552.48,0.005263158,0.016140351,20.33155364,0.0,Aug,1,1,1,6,Returning_Visitor,False,24,1069.63,0.5833333333333334,44.56791666666667,0.5165150566083598,False
7,317.9142857,4,216.5666667,35,910.0809524,0.0,0.01,40.78047078,0.0,Sep,2,4,3,5,New_Visitor,False,46,1444.5619048,0.7608695652173914,31.403519669565213,0.6300048127920147,False
1,21.2,0,0.0,12,249.4095238,0.015384615,0.019230769,0.0,0.0,Oct,2,2,8,2,Returning_Visitor,True,13,270.6095238,0.9230769230769232,20.81611721538461,0.9216583374365334,False
0,0.0,0,0.0,8,388.5,0.0,0.014285714,0.0,0.0,May,3,2,6,4,Returning_Visitor,False,8,388.5,1.0,48.5625,1.0,False
5,66.96666667,2,416.0,291,12065.18135,0.00122631,0.008659512,9.013011371,0.0,May,2,2,1,4,Returning_Visitor,False,298,12548.14801667,0.976510067114094,42.10787925057047,0.9615109204937344,False
3,36.0,0,0.0,9,71.33333333,0.0,0.02,0.0,0.0,Mar,2,2,1,11,New_Visitor,False,12,107.33333333,0.75,8.944444444166667,0.6645962732815092,False
0,0.0,0,0.0,40,3998.333333,0.002439024,0.041869919,0.0,0.0,Nov,4,2,4,1,Returning_Visitor,False,40,3998.333333,1.0,99.958333325,1.0,False
0,0.0,0,0.0,11,199.5,0.127272727,0.142424242,0.0,0.0,Jul,3,2,1,1,Returning_Visitor,False,11,199.5,1.0,18.13636363636364,1.0,False
1,24.0,0,0.0,17,498.3333333,0.0,0.021052632,76.78667659,0.0,Mar,2,2,6,10,Returning_Visitor,False,18,522.3333333,0.9444444444444444,29.01851851666667,0.9540523292887078,True
13,1249.809524,4,205.0,36,1626.625433,0.010638298,0.026186255,6.831792392,0.0,Mar,3,2,2,3,Returning_Visitor,False,53,3081.434957,0.6792452830188679,58.140282207547166,0.5278792042340033,False
1,537.0,0,0.0,14,1383.5,0.0,0.030769231,9.407538462,0.0,May,2,2,3,1,Returning_Visitor,False,15,1920.5,0.9333333333333332,128.03333333333333,0.720385316323874,True
0,0.0,0,0.0,21,706.7,0.052380952,0.074716553,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,21,706.7,1.0,33.65238095238095,1.0,False
1,12.0,2,11.0,18,974.1666667,0.005454545,0.032251082,0.0,0.0,Nov,3,2,1,2,New_Visitor,False,21,997.1666667,0.8571428571428571,47.48412698571428,0.9769346481705856,False
3,275.0,1,29.5,30,1107.047619,0.0,0.017760943,35.98106601,0.0,Mar,3,2,3,1,Returning_Visitor,True,34,1411.547619,0.8823529411764706,41.51610644117647,0.784279328659333,True
5,587.0,0,0.0,125,4639.410534,0.012433862,0.023856765,0.0,0.6,May,3,2,1,4,Returning_Visitor,False,130,5226.410534,0.9615384615384616,40.20315795384615,0.8876858225772128,False
3,81.5,0,0.0,3,40.5,0.0,0.04,0.0,0.0,Nov,1,1,1,8,New_Visitor,False,6,122.0,0.5,20.33333333333333,0.3319672131147541,False
2,82.6,6,316.0,34,1446.733333,0.0,0.002439024,0.0,0.0,Oct,4,1,4,2,New_Visitor,True,42,1845.333333,0.8095238095238095,43.93650792857143,0.7839956647008662,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,2,19,Returning_Visitor,True,1,0.0,1.0,0.0,0.0,False
1,108.0,0,0.0,16,448.5,0.0,0.006666667,0.0,0.0,May,2,6,1,1,Returning_Visitor,True,17,556.5,0.9411764705882352,32.73529411764706,0.8059299191374663,False
0,0.0,0,0.0,23,1669.0,0.0,0.017391304,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,23,1669.0,1.0,72.56521739130434,1.0,False
0,0.0,0,0.0,33,1035.083333,0.012121212,0.032323232,0.0,0.0,Nov,2,10,1,3,Returning_Visitor,False,33,1035.083333,1.0,31.366161606060608,1.0,False
1,4.0,0,0.0,28,877.6666667,0.0,0.003571429,0.0,0.0,Nov,2,2,9,2,New_Visitor,True,29,881.6666667,0.9655172413793104,30.402298851724137,0.9954631379963907,False
1,15.0,0,0.0,15,691.8333333,0.0,0.014285714,59.6118415,0.0,Nov,2,2,2,2,Returning_Visitor,False,16,706.8333333,0.9375,44.17708333125,0.9787785899541984,True
0,0.0,0,0.0,1,13.0,0.0,0.05,0.0,0.0,May,3,2,1,3,New_Visitor,False,1,13.0,1.0,13.0,1.0,False
1,6.5,0,0.0,10,511.25,0.0,0.007407407,7.848538778,0.0,Dec,2,5,3,8,New_Visitor,True,11,517.75,0.9090909090909092,47.06818181818182,0.987445678416224,True
5,51.0,0,0.0,10,116.0,0.0,0.016666667,0.0,0.0,Nov,2,2,7,2,New_Visitor,False,15,167.0,0.6666666666666666,11.133333333333333,0.6946107784431138,False
4,134.5,2,330.0,7,169.5,0.016666667,0.018888889,0.0,0.8,May,3,2,1,3,Returning_Visitor,False,13,634.0,0.5384615384615384,48.76923076923077,0.2673501577287066,False
0,0.0,0,0.0,3,98.0,0.0,0.066666667,0.0,0.0,Dec,1,1,9,2,Returning_Visitor,False,3,98.0,1.0,32.666666666666664,1.0,False
1,56.4,1,14.2,24,1183.826667,0.0,0.005128205,0.0,0.0,Jul,2,2,8,2,New_Visitor,True,26,1254.426667,0.9230769230769232,48.2471795,0.9437193087031208,False
1,20.0,1,115.0,50,1404.459091,0.013,0.044,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,True,52,1539.459091,0.9615384615384616,29.604982519230767,0.912306861033698,False
0,0.0,0,0.0,3,121.5,0.0,0.007407407,0.0,0.0,Nov,1,1,1,2,New_Visitor,True,3,121.5,1.0,40.5,1.0,False
0,0.0,2,21.0,17,190.7083333,0.022222222,0.039259259,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,19,211.7083333,0.8947368421052632,11.142543857894736,0.900806927754506,False
2,25.0,3,52.0,60,4139.625,0.013636364,0.032912458,5.976060606,0.4,May,2,2,4,13,Returning_Visitor,False,65,4216.625,0.9230769230769232,64.87115384615385,0.9817389499896244,False
1,30.7,0,0.0,33,1148.333333,0.0,0.020833333,0.0,0.0,Aug,2,5,6,1,Returning_Visitor,False,34,1179.033333,0.9705882352941176,34.67745097058824,0.9739617200457894,False
0,0.0,0,0.0,46,2425.083333,0.010869565,0.027681159,0.0,0.6,May,1,1,3,2,Returning_Visitor,False,46,2425.083333,1.0,52.71920289130435,1.0,False
0,0.0,0,0.0,4,1245.0,0.0,0.1,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,4,1245.0,1.0,311.25,1.0,False
7,266.875,0,0.0,32,2092.5,0.010526316,0.026315789,23.5676355,0.0,Dec,2,2,1,1,Returning_Visitor,True,39,2359.375,0.8205128205128205,60.49679487179487,0.886887417218543,False
0,0.0,0,0.0,30,390.6666667,0.006666667,0.056666667,0.0,0.0,Mar,2,6,6,1,Returning_Visitor,False,30,390.6666667,1.0,13.022222223333332,1.0,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,5,1,Returning_Visitor,False,1,0.0,1.0,0.0,0.0,False
10,779.45,0,0.0,39,1002.491667,0.01875,0.033796296,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,49,1781.941667,0.7959183673469388,36.36615646938776,0.5625838856373743,False
3,265.75,0,0.0,8,168.75,0.0,0.03,0.0,0.0,Nov,3,2,1,7,New_Visitor,False,11,434.5,0.7272727272727273,39.5,0.3883774453394706,False
1,15.2,0,0.0,81,4536.308139,0.032304527,0.054759418,0.0,0.0,Jul,3,2,1,1,Returning_Visitor,False,82,4551.508139,0.9878048780487804,55.50619681707317,0.9966604475844484,False
3,115.125,0,0.0,46,909.522619,0.004255319,0.020449173,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,49,1024.6476189999998,0.9387755102040816,20.91117589795918,0.8876443004743859,False
1,30.0,0,0.0,21,204.1666667,0.028571429,0.048412698,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,22,234.1666667,0.9545454545454546,10.643939395454543,0.8718861210146781,False
3,18.0,0,0.0,2,8.0,0.0,0.05,0.0,0.0,Dec,8,13,9,20,Other,False,5,26.0,0.4,5.2,0.3076923076923077,False
1,27.33333333,1,0.0,4,78.83333333,0.0,0.044444444,0.0,0.0,Nov,1,2,8,2,Returning_Visitor,False,6,106.16666666,0.6666666666666666,17.694444443333335,0.74254317112983,False
2,15.66666667,0,0.0,30,1724.25,0.013793103,0.032413793,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,True,32,1739.91666667,0.9375,54.3723958334375,0.990995737341844,False
3,258.0,2,34.625,25,1364.8125,0.029761905,0.035714286,3.18693501,0.0,Dec,1,1,3,10,Returning_Visitor,True,30,1657.4375,0.8333333333333334,55.24791666666667,0.8234473396432747,False
0,0.0,2,207.25,114,3788.8,0.003478261,0.010434783,1.795451001,0.0,Dec,2,2,3,2,Returning_Visitor,True,116,3996.05,0.9827586206896552,34.44870689655173,0.9481362845810236,False
0,0.0,0,0.0,10,149.6,0.02,0.04,0.0,0.6,May,2,2,2,2,Returning_Visitor,False,10,149.6,1.0,14.96,1.0,False
0,0.0,0,0.0,6,89.66666667,0.0,0.033333333,0.0,0.0,Nov,2,10,3,3,Returning_Visitor,False,6,89.66666667,1.0,14.944444445,1.0,False
0,0.0,4,758.5,23,1133.333333,0.008,0.020266667,12.36126667,0.0,Dec,3,2,6,2,Returning_Visitor,True,27,1891.833333,0.8518518518518519,70.06790122222222,0.5990661615010248,False
2,45.0,2,31.0,47,1541.327451,0.000653595,0.023288614,0.0,0.8,May,3,3,8,4,Returning_Visitor,False,51,1617.327451,0.9215686274509804,31.71230296078432,0.9530088975160788,False
3,67.86666667,2,12.0,16,393.0,0.0,0.015,0.0,0.0,Sep,2,10,1,5,New_Visitor,False,21,472.86666667,0.7619047619047619,22.517460317619047,0.8311010855714712,False
11,554.75,0,0.0,34,1466.088462,0.007407407,0.024345679,10.73461716,0.0,Nov,1,1,3,8,New_Visitor,True,45,2020.838462,0.7555555555555555,44.907521377777776,0.725485232772653,True
5,89.75,0,0.0,16,467.9166667,0.011111111,0.016666667,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,True,21,557.6666667,0.7619047619047619,26.555555557142856,0.8390615660586336,False
12,878.7121212,4,256.5,86,4479.116226,0.005442177,0.026406456,2.356437292,0.0,Dec,1,1,1,2,Returning_Visitor,False,102,5614.3283472,0.8431372549019608,55.04243477647059,0.7978009031541311,False
0,0.0,0,0.0,3,61.5,0.066666667,0.1,0.0,0.0,Dec,3,2,3,8,New_Visitor,False,3,61.5,1.0,20.5,1.0,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Sep,2,4,4,4,Returning_Visitor,False,1,0.0,1.0,0.0,0.0,False
0,0.0,0,0.0,38,3287.0,0.036842105,0.075814536,0.0,0.0,June,2,5,1,1,Returning_Visitor,False,38,3287.0,1.0,86.5,1.0,False
3,1226.0,5,3.0,24,3230.25,0.036190476,0.096,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,32,4459.25,0.75,139.3515625,0.7243931154342098,False
0,0.0,0,0.0,141,2886.523521,0.004316547,0.018798094,0.0,0.8,May,2,2,4,3,Returning_Visitor,False,141,2886.523521,1.0,20.4717980212766,1.0,False
0,0.0,0,0.0,2,18.0,0.0,0.1,0.0,0.0,Nov,2,2,2,6,Returning_Visitor,True,2,18.0,1.0,9.0,1.0,False
3,51.8,0,0.0,23,864.0071429,0.0,0.008,13.52088614,0.0,Nov,2,4,5,2,Returning_Visitor,False,26,915.8071429,0.8846153846153846,35.22335165,0.94343787291725,False
15,238.5833333,3,119.5,147,2933.695013,0.003797468,0.016656739,18.1270044,0.0,Nov,2,2,1,1,Returning_Visitor,False,165,3291.7783463,0.8909090909090909,19.950171795757576,0.8912188806082615,True
0,0.0,0,0.0,2,11.0,0.0,0.1,0.0,0.0,May,3,2,3,2,Returning_Visitor,False,2,11.0,1.0,5.5,1.0,False
7,98.46666667,0,0.0,13,257.9333333,0.0,0.016,0.0,0.0,Sep,2,2,3,4,Returning_Visitor,False,20,356.39999997,0.65,17.819999998500002,0.7237186681305038,False
9,186.5,3,138.75,76,2002.230612,0.0025,0.023333333,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,88,2327.4806120000003,0.8636363636363636,26.448643318181823,0.8602566232676312,False
3,53.0,2,7.0,24,678.0,0.0,0.014814815,20.13555556,0.0,May,2,5,3,2,Returning_Visitor,False,29,738.0,0.8275862068965517,25.448275862068964,0.91869918699187,True
0,0.0,2,23.0,15,506.0,0.033333333,0.06,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,17,529.0,0.8823529411764706,31.11764705882353,0.9565217391304348,False
3,49.33333333,2,346.1666667,9,194.3333333,0.0,0.002857143,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,14,589.83333333,0.6428571428571429,42.13095238071429,0.3294716020928481,False
0,0.0,0,0.0,21,849.8833333,0.012698413,0.032063492,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,21,849.8833333,1.0,40.47063491904762,1.0,False
0,0.0,0,0.0,3,55.0,0.066666667,0.133333333,0.0,0.6,May,1,8,4,20,Returning_Visitor,False,3,55.0,1.0,18.33333333333333,1.0,False
0,0.0,0,0.0,5,99.0,0.0,0.04,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,False,5,99.0,1.0,19.8,1.0,False
8,1592.916667,2,146.6666667,14,1722.583333,0.0,0.031578947,0.0,0.0,Nov,4,1,3,8,New_Visitor,False,24,3462.1666667,0.5833333333333334,144.25694444583334,0.4975448899003751,True
5,32.0,2,3.0,33,1039.766667,0.0,0.02027027,0.0,0.0,Mar,2,4,3,2,Returning_Visitor,True,40,1074.766667,0.825,26.869166675,0.9674347920579864,False
2,47.66666667,0,0.0,5,72.33333333,0.0,0.014285714,0.0,0.0,Mar,1,1,8,2,New_Visitor,False,7,120.0,0.7142857142857143,17.142857142857142,0.60277777775,False
1,0.0,0,0.0,39,1159.541667,0.00125,0.03125,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,True,40,1159.541667,0.975,28.988541675,1.0,True
0,0.0,1,35.5,130,3313.455754,0.007633588,0.028972728,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,131,3348.955754,0.9923664122137404,25.56454774045801,0.9893996807937524,False
2,262.6666667,3,112.0,127,4214.779822,0.008396947,0.018035252,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,132,4589.4464887,0.9621212121212122,34.76853400530303,0.918363430617942,False
0,0.0,0,0.0,4,396.25,0.0,0.083333333,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,4,396.25,1.0,99.0625,1.0,False
3,105.0,0,0.0,35,999.0,0.0,0.005714286,0.0,0.0,May,3,2,3,4,New_Visitor,False,38,1104.0,0.9210526315789472,29.05263157894737,0.904891304347826,False
2,44.0,0,0.0,26,1636.016667,0.007692308,0.021794872,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,28,1680.016667,0.9285714285714286,60.00059525,0.9738097836382952,False
8,492.4166667,4,384.0,52,4699.277778,0.007258065,0.018233487,11.1076505,0.0,Mar,2,2,1,2,Returning_Visitor,False,64,5575.6944447,0.8125,87.1202256984375,0.8428147963644095,True
5,408.4083333,2,47.5,54,1547.477273,0.0,0.017333333,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,61,2003.3856063,0.8852459016393442,32.84238698852459,0.7724310627637957,True
1,11.0,0,0.0,23,835.5833333,0.009090909,0.022727273,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,True,24,846.5833333,0.9583333333333334,35.274305554166666,0.9870065951368052,False
5,60.5,0,0.0,9,111.5,0.026666667,0.04,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,False,14,172.0,0.6428571428571429,12.285714285714286,0.6482558139534884,False
11,281.6309524,0,0.0,54,923.6757353,0.0,0.012261867,5.150663602,0.0,Mar,1,1,7,2,Returning_Visitor,False,65,1205.3066877,0.8307692307692308,18.54317981076923,0.7663408365074152,False
17,311.25,4,428.547619,139,3891.214286,0.001973684,0.011184211,86.79082569,0.0,Dec,2,2,1,6,Returning_Visitor,False,160,4631.011904999999,0.86875,28.943824406249995,0.8402514106687446,False
3,36.7032967,4,42.2,51,1187.737297,0.024223602,0.066119363,6.854149002,0.0,Oct,3,2,1,1,Returning_Visitor,False,58,1266.6405937,0.8793103448275862,21.83863092586207,0.9377066414163197,False
7,611.0333333,2,13.0,81,1719.375714,0.004494382,0.009737828,6.49444108,0.0,Oct,1,1,6,2,Returning_Visitor,True,90,2343.4090473,0.9,26.037878303333336,0.7337070393156538,False
6,81.54166667,0,0.0,23,808.0416667,0.000833333,0.044166667,0.0,0.0,Dec,2,2,7,8,Returning_Visitor,True,29,889.58333337,0.7931034482758621,30.675287357586207,0.9083372365339888,False
5,227.3333333,0,0.0,17,528.9,0.0,0.002272727,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,22,756.2333332999999,0.7727272727272727,34.37424242272727,0.6993873143518045,False
2,31.6,0,0.0,4,75.6,0.0,0.028571429,0.0,0.0,Aug,2,2,7,4,Returning_Visitor,False,6,107.2,0.6666666666666666,17.866666666666664,0.7052238805970149,False
2,102.5,3,60.0,22,1034.975,0.0,0.014,16.14384,0.0,Mar,1,1,4,2,Returning_Visitor,False,27,1197.475,0.8148148148148148,44.35092592592592,0.864297793273346,True
3,77.6,0,0.0,3,8.0,0.033333333,0.066666667,0.0,0.0,June,2,2,6,2,Returning_Visitor,False,6,85.6,0.5,14.266666666666666,0.0934579439252336,False
0,0.0,0,0.0,15,216.0,0.023809524,0.066666667,0.0,1.0,May,2,2,6,1,Returning_Visitor,True,15,216.0,1.0,14.4,1.0,False
1,17.0,0,0.0,12,321.8333333,0.015384615,0.034615385,0.0,0.4,May,2,2,5,1,Returning_Visitor,False,13,338.8333333,0.9230769230769232,26.064102561538466,0.9498278406246756,False
6,294.0705128,6,1343.25,51,3472.870513,0.011866969,0.037170572,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,63,5110.1910258,0.8095238095238095,81.11414326666666,0.6795970043911074,False
0,0.0,1,22.2,16,240.6,0.035294118,0.062352941,0.0,0.0,Jul,3,2,9,13,Returning_Visitor,False,17,262.8,0.9411764705882352,15.458823529411765,0.9155251141552512,False
0,0.0,0,0.0,5,28.33333333,0.04,0.08,0.0,0.0,May,1,8,4,11,Returning_Visitor,True,5,28.33333333,1.0,5.666666665999999,1.0,False
0,0.0,0,0.0,36,788.5,0.0,0.025,0.0,0.0,Nov,2,6,3,3,Returning_Visitor,False,36,788.5,1.0,21.90277777777778,1.0,False
0,0.0,0,0.0,4,137.0,0.15,0.15,0.0,0.2,May,3,3,2,11,Returning_Visitor,False,4,137.0,1.0,34.25,1.0,False
6,302.0,0,0.0,18,834.6666667,0.004761905,0.021269841,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,24,1136.6666667,0.75,47.3611111125,0.7343108504476742,False
0,0.0,0,0.0,6,118.3333333,0.033333333,0.044444444,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,True,6,118.3333333,1.0,19.72222221666667,1.0,False
0,0.0,0,0.0,19,160.5,0.0,0.042105263,0.0,0.8,May,2,2,4,6,Returning_Visitor,False,19,160.5,1.0,8.447368421052632,1.0,False
0,0.0,0,0.0,12,259.5,0.008333333,0.033333333,0.0,0.0,May,2,4,6,6,Returning_Visitor,False,12,259.5,1.0,21.625,1.0,False
2,33.2,0,0.0,9,162.2333333,0.0,0.018181818,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,False,11,195.4333333,0.8181818181818182,17.766666663636364,0.8301210983848065,False
10,340.9,3,269.8,99,3611.978569,0.000641026,0.00210649,0.847337986,0.0,June,2,2,1,7,Returning_Visitor,False,112,4222.678569,0.8839285714285714,37.70248722321429,0.8553761575689566,True
0,0.0,0,0.0,12,364.75,0.025,0.025,0.0,0.0,Nov,2,6,3,2,Returning_Visitor,False,12,364.75,1.0,30.39583333333333,1.0,False
1,9.0,0,0.0,37,2368.111111,0.030555556,0.053240741,4.760548596,0.0,Nov,1,1,8,1,Returning_Visitor,False,38,2377.111111,0.9736842105263158,62.55555555263158,0.9962138917451722,False
0,0.0,0,0.0,22,164.9166667,0.009090909,0.043939394,0.0,0.6,May,2,2,2,4,Returning_Visitor,False,22,164.9166667,1.0,7.496212122727273,1.0,False
